"y","x5","x6","x7","x8"
359685.430621575,10.1980390271856,78366.3328623138,260.142739998258,2852.49249387814
300760.584783792,10.3923048454133,65462.7488656037,231.0065718652,2706.30658250375
283085.36901088,10.0995049383621,61782.0760579709,469.51484269397,2293.19443274098
232826.292559947,10.295630140987,50743.5658810317,481.803570187006,2396.04832490973
312396.779923001,9.9498743710662,67930.9561266113,10.4603489098663,2647.68731747132
283502.847608664,9.9498743710662,61812.647314377,300.339709369296,2234.18697425008
279208.696771323,10.0498756211209,60765.6109601821,172.942095531703,2460.92302671226
307836.633644469,9.53939201416946,66917.7476933926,66.8511660599053,2820.47884000422
304561.912938303,10.295630140987,66151.2193042802,233.741740518073,3377.91593596713
336225.557843182,9.8488578017961,73510.5551165413,804.292543424155,2625.39398153407
309279.901820209,9.9498743710662,67289.8095439599,13.179045833007,2464.41414332976
320058.756864581,9.4339811320566,69592.6165247579,128.198325326252,2968.92552321515
288477.576850644,9.38083151964686,63024.4275563069,699.1458364002,2481.75069480811
261981.872185038,10.0498756211209,57079.2094177694,289.847894108791,2278.08726346124
254726.935476339,10.0498756211209,55624.935977249,575.042257437691,2225.95011333844
271050.363055299,10,58978.6408995519,287.748042666589,2680.71113909229
279322.509947249,10.4880884817015,61023.9938274394,564.645591360521,2176.59122590827
234668.380418757,10.5356537528527,51082.4656743631,114.836747471033,1960.92978953236
347321.702702477,10.4403065089106,75531.2226071182,7.20812615656933,2910.70616805622
321846.325155909,10.0498756211209,70652.4891488407,1532.06959761262,2734.83114117682
326076.46268406,10.6301458127346,70941.0580109189,170.353038736193,2919.04887616632
249685.774840846,9.1104335791443,54310.9978707611,104.608946897766,2231.71358692379
282447.27681223,10.3923048454133,61466.2283767978,70.702646032036,2299.97358619662
328482.166565837,8.48528137423857,71637.6107241197,401.685265249017,2615.93224383561
308093.990837608,9.69535971483266,66952.5827542571,130.663387003205,3046.38648096446
252290.988893119,10.4880884817015,54899.8636835719,165.626925730797,2271.78890594662
301955.29341606,9.48683298050514,65731.2293860646,208.870766448997,2638.24237537651
328899.38841658,9.79795897113271,71582.7601308543,102.892790125915,2684.28173111023
313662.107403875,9.32737905308882,68245.3906877344,304.849544156968,3069.1565779957
281641.608776656,9.74679434480896,61216.1892982595,19.3675647194565,2531.49210007881
244100.446935701,10.295630140987,53003.204337065,20.0421180820527,2440.52137889204
267785.564853442,9.8488578017961,58106.4432931911,34.754217593229,2886.34158752443
297504.630650575,9.89949493661167,64836.8061041749,396.609336346096,2638.49140709929
288578.436972999,10.770329614269,62723.7322267642,52.4387773194512,2658.81072666855
322460.980299515,10.6770782520313,70186.7486092613,131.699994290081,2672.24708657059
336523.178041664,10.770329614269,73312.2502268582,154.936349400784,2526.44597065028
228209.464472287,9.9498743710662,49832.5118193458,598.970797593721,2167.08129941312
315544.096840446,9.69535971483266,68896.2144555268,506.352435816305,2389.29168093091
337183.549955701,10.770329614269,73485.3673100005,343.283936823281,2773.86206496297
334127.235520061,9.8488578017961,72658.6165495522,52.4748406632487,2900.90349086645
312431.564953142,8.83176086632785,68066.751202748,424.959489843704,2892.45629599126
286831.103375215,10.6770782520313,62382.8271348028,254.355844449645,2870.43697617285
298608.8043698,9.79795897113271,64939.1925498611,11.3269836487905,2502.78937955985
284713.044832459,10.9544511501033,62235.9492139053,616.650939729967,2143.11839899435
282761.74507618,11.1803398874989,61483.498440951,184.410823405435,2763.80363334812
254721.998380897,10.6770782520313,55494.6279570845,292.992070379177,2248.12188148993
236972.292660823,9.59166304662544,51537.5159683218,41.4229563906584,2043.77660042737
216871.767287418,10.2469507659596,47126.9843271676,175.421879578236,2321.05185226242
264533.378984115,9.74679434480896,57526.8712797307,83.2234125555753,2374.09430031753
321952.326469065,8.71779788708135,70079.9129687976,297.06650269304,2978.75982749774
239300.785252185,9.69535971483266,52123.1359441766,436.272447413436,2486.76645216506
256219.602680918,10.1980390271856,55725.7072291474,176.781126280798,2461.75176905975
237584.130880246,9.64365076099295,51628.0345482127,2.42277380571448,2160.43785417452
325062.252658178,10.0995049383621,70686.6616666327,88.9506884193396,2901.84100627298
348982.872915954,9.1104335791443,75951.0829869463,108.007797194136,2855.02558504706
256945.488267283,10.6770782520313,55836.2236048042,68.9278809002184,2468.30268770492
257633.89861642,10.4880884817015,56075.5201110136,142.985244780758,2210.92118303853
242216.394749261,10.5356537528527,52734.2724919548,218.741235650369,2183.47122890438
334320.215973387,10.5356537528527,72845.8668962563,362.926768242163,2864.39743295461
306121.488468895,10.3440804327886,66670.9016254596,186.994268365148,2473.01857271785
247972.511744823,9.8488578017961,54047.0286043858,180.226466081434,1874.9038609804
318536.878439837,9.4339811320566,69387.635025852,277.136343374137,2678.66695640703
248263.856448176,10.0498756211209,53986.9287626322,53.0189456763798,2185.13008674359
234194.987933111,9.9498743710662,50875.428997304,20.0525350036023,2238.72857708849
223012.208362027,9.79795897113271,48460.6071567499,25.4218516495424,2075.99818100808
372962.755033091,10.2469507659596,81235.8022798969,73.3818023232742,2671.77182695256
268662.721490853,9.05538513813742,58555.3401301402,143.157710261828,1932.28221448705
248287.22633938,10.7238052947636,54092.4268782212,268.226541066059,2160.80779147841
247456.148682958,10.8627804912002,53845.7020397156,257.629712025384,2431.12373326717
245484.200167473,9.53939201416946,53445.863188378,366.033114398678,2500.72237181267
283556.346209579,9.32737905308882,61666.1961293214,77.7566511780663,2510.44884449986
216736.805583553,10.5830052442584,47005.5771338057,47.7733723713849,2480.81837621178
265239.069210301,9.21954445729289,57745.8220888017,177.706699981536,2271.4481810251
266240.952698961,9.21954445729289,57852.6153036063,8.10911867028845,2445.40625889713
354320.925591149,10.0498756211209,77383.2268319114,679.914482779614,2809.76906053099
339377.088209418,10.295630140987,74010.2667912831,391.299163975794,2666.32292389971
261795.248510633,10.5830052442584,57124.3434862664,518.68923123512,2342.39243417817
278107.522852329,10.3923048454133,60577.7576005612,172.678025761422,2215.49556417482
290288.527031105,9.53939201416946,63262.3910183863,309.002184909549,2430.5115235268
299012.104061423,10.0995049383621,65023.5921332728,10.1290685315135,2522.32296642865
301680.620086734,10.295630140987,65686.0110341386,10.9402892019921,2169.93257943794
343350.105239846,11.0453610171873,74784.8265947699,152.466585275189,2634.97450045573
241799.569629178,10.2469507659596,52720.7767922555,406.228065241642,2200.44434091579
241022.099265551,9.48683298050514,52443.1692605318,40.9156368248571,1956.98406207382
269558.616493926,9.69535971483266,58701.3410878014,21.2756947686997,1921.50164951036
346048.957900711,9.48683298050514,75282.8516227047,110.351139447105,2978.81216510295
